Restaurant ID,Restaurant Name,Country Code,Country,City,Locality,Address,Longitude,Latitude,Geo Valid,Cuisines,Cuisine Count,Currency,Average Cost for two,Cost Band (INR),Price range,Price Range Label,Has Table booking,Has Online delivery,Is delivering now,Aggregate rating,Is Rated,Credible Rating,Rating text,Votes,Has Votes,Value Score
6600970,Pizza íæ Bessa,30,Brazil,Brasí_lia,Asa Sul,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasí_lia",-47.91566667,-15.83116667,True,Pizza,1,Brazilian Real(R$),50.0,,2,2 - Mid-range,False,False,False,3.2,True,False,Average,11,True,
6600379,Sushi Loko,30,Brazil,Brasí_lia,Asa Sul,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",-47.91566667,-15.831,True,Japanese,1,Brazilian Real(R$),80.0,,3,3 - Premium,False,False,False,3.1,True,False,Average,10,True,
6600214,Beirute,30,Brazil,Brasí_lia,Asa Sul,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Brasí_lia",-47.9075,-15.82,True,Arabian,1,Brazilian Real(R$),90.0,,3,3 - Premium,False,False,False,3.7,True,False,Good,8,True,
6601218,New Koto,30,Brazil,Brasí_lia,Asa Sul,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",-47.91016667,-15.82733333,True,Japanese,1,Brazilian Real(R$),200.0,,4,4 - Luxury,False,False,False,3.7,True,False,Good,5,True,
6600060,Sandubas Cafí©,30,Brazil,Brasí_lia,Asa Sul,"Edifí_cio Josí© Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Brasí_lia",-47.89016667,-15.797,True,"Brazilian, Cafe",2,Brazilian Real(R$),30.0,,1,1 - Budget,False,False,False,,False,False,Not rated,2,True,
6600083,Villa Tevere,30,Brazil,Brasí_lia,Asa Sul,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",-47.92366667,-15.83133333,True,Italian,1,Brazilian Real(R$),150.0,,4,4 - Luxury,False,False,False,4.1,True,False,Very Good,12,True,
6601515,Rovereto,30,Brazil,Brasí_lia,íguas Claras,"Rua 13 Norte, Lote 4, íguas Claras, Brasí_lia",-48.019,-15.83716667,True,Pizza,1,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,3.1,True,False,Average,9,True,
6601361,Buena Carne,30,Brazil,Brasí_lia,íguas Claras,"Avenida Araucíçrias, 1325, Loja 19, íguas Claras, Brasí_lia",-48.01909167,-15.839775,True,"Bar Food, Brazilian",2,Brazilian Real(R$),60.0,,3,3 - Premium,False,False,False,3.6,True,False,Good,9,True,
6601602,Taco Pep,30,Brazil,Brasí_lia,íguas Claras,"Vila Malls, Avenida das Castanheiras, Lote 1060, íguas Claras, Brasí_lia",-48.01666667,-15.83483333,True,"Mexican, Grill",2,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,4.3,True,False,Very Good,29,True,
6601589,Coco Bambu,30,Brazil,Brasí_lia,"Brasí_lia Shopping, Asa Norte","Brasí_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Brasí_lia",-47.889,-15.7865,True,International,1,Brazilian Real(R$),230.0,,4,4 - Luxury,False,False,False,4.2,True,False,Very Good,17,True,
6601862,Taypíç,30,Brazil,Brasí_lia,Lago Sul,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Brasí_lia",-47.872359,-15.860621,True,"Peruvian, Latin American",2,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,3.6,True,False,Good,5,True,
6601595,Outback Steakhouse,30,Brazil,Brasí_lia,"ParkShopping, Guaríç I","ParkShopping - Piso 2, SAI/SO, írea 6580, Guaríç I, Brasí_lia",-47.95628333,-15.83451389,True,"American, Grill",2,Brazilian Real(R$),150.0,,4,4 - Luxury,False,False,False,4.0,True,False,Very Good,10,True,
6601158,Manzuíç,30,Brazil,Brasí_lia,"Pontí£o Lago Sul, Lago Sul","Pontí£o Lago Sul, SHIS 10, Lote 9, Lago Sul, Brasí_lia",-47.87283333,-15.82566667,True,Seafood,1,Brazilian Real(R$),240.0,,4,4 - Luxury,False,False,False,3.2,True,False,Average,6,True,
6600427,Coco Bambu,30,Brazil,Brasí_lia,Setor De Clubes Esportivos Sul,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Brasí_lia",-47.8685,-15.819,True,International,1,Brazilian Real(R$),230.0,,4,4 - Luxury,False,False,False,4.9,True,False,Excellent,30,True,
6600116,Gero,30,Brazil,Brasí_lia,"Shopping Iguatemi, Lago Norte","Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Brasí_lia",-47.885812,-15.720118,True,Italian,1,Brazilian Real(R$),350.0,,4,4 - Luxury,False,False,False,3.3,True,False,Average,8,True,
6601457,Brazilian American Burgers,30,Brazil,Brasí_lia,Sudoeste,"CLSN 301, Bloco C, Loja 86, Sudoeste, Brasí_lia",-47.92102778,-15.79753056,True,"American, Burger",2,Brazilian Real(R$),50.0,,2,2 - Mid-range,False,False,False,3.6,True,False,Good,9,True,
7303219,Pesqueiro Eco Gourmet,30,Brazil,Rio de Janeiro,Barra da Tijuca,"Praia da Barra da Tijuca, Avenida Lí_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",-43.377,-23.0115,True,"Seafood, Bar Food, Brazilian",3,Brazilian Real(R$),140.0,,4,4 - Luxury,False,False,False,4.0,True,False,Very Good,7,True,
7304307,Confeitaria Colombo,30,Brazil,Rio de Janeiro,Centro,"Rua Goní_alves Dias, 32, Centro, Rio de Janeiro",-43.178826,-22.905293,True,"Desserts, Cafe",2,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,4.8,True,False,Excellent,29,True,
7301215,Bibi,30,Brazil,Rio de Janeiro,Copacabana,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",-43.18669167,-22.97207222,True,"Juices, Healthy Food",2,Brazilian Real(R$),60.0,,3,3 - Premium,False,False,False,4.7,True,False,Excellent,24,True,
7300596,Cervantes,30,Brazil,Rio de Janeiro,Copacabana,"Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",-43.17583333,-22.96216667,True,"Beverages, Bar Food, Fast Food",3,Brazilian Real(R$),90.0,,3,3 - Premium,False,False,False,4.5,True,False,Excellent,29,True,
7300612,Amir,30,Brazil,Rio de Janeiro,Copacabana,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",-43.176,-22.96516667,True,Lebanese,1,Brazilian Real(R$),170.0,,4,4 - Luxury,False,False,False,4.2,True,False,Very Good,11,True,
7300704,TT Burger,30,Brazil,Rio de Janeiro,"Galeria River, Copacabana","Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro",-43.191,-22.98683333,True,Burger,1,Brazilian Real(R$),60.0,,3,3 - Premium,False,False,False,4.8,True,False,Excellent,19,True,
7300955,Braseiro da Gíçvea,30,Brazil,Rio de Janeiro,Gíçvea,"Praí_a Santos Dumont, 116, Gíçvea, Rio de Janeiro",-43.227042,-22.973507,True,"Brazilian, Bar Food",2,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,4.9,True,False,Excellent,40,True,
7300521,Balada Mix,30,Brazil,Rio de Janeiro,Ipanema,"Rua Aní_bal de Mendoní_a, 37, Ipanema, Rio de Janeiro",-43.211425,-22.98520833,True,"Brazilian, Healthy Food, Juices, Pizza",4,Brazilian Real(R$),90.0,,3,3 - Premium,False,False,False,4.6,True,False,Excellent,21,True,
7300515,Garota de Ipanema,30,Brazil,Rio de Janeiro,Ipanema,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",-43.203,-22.98533333,True,"Brazilian, Bar Food",2,Brazilian Real(R$),120.0,,4,4 - Luxury,False,False,False,4.9,True,False,Excellent,49,True,
7300483,Zazíç BistríÇ Tropical,30,Brazil,Rio de Janeiro,Ipanema,"Rua Joana Angí©lica, 40, Ipanema, Rio de Janeiro",-43.20520833,-22.98531944,True,Brazilian,1,Brazilian Real(R$),170.0,,4,4 - Luxury,False,False,False,4.6,True,False,Excellent,21,True,
7301064,Filí© de Ouro,30,Brazil,Rio de Janeiro,Lagoa,"Rua Jardim Botí¢nico, 731, Jardim Botí¢nico, Lagoa, Rio de Janeiro",-43.219563,-22.966647,True,Brazilian,1,Brazilian Real(R$),90.0,,3,3 - Premium,False,False,False,4.3,True,False,Very Good,14,True,
7304312,D.O.C Ristorante,30,Brazil,Rio de Janeiro,"Le Monde, Barra da Tijuca","Le Monde, Bloco 3, Lojas A/B, Avenida das Amí©ricas, 3500, Barra da Tijuca, Rio de Janeiro",-43.34879167,-22.99991111,True,Italian,1,Brazilian Real(R$),150.0,,4,4 - Luxury,False,False,False,4.0,True,False,Very Good,5,True,
7300004,Sushi Leblon,30,Brazil,Rio de Janeiro,Leblon,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",-43.227,-22.98416667,True,Japanese,1,Brazilian Real(R$),250.0,,4,4 - Luxury,False,False,False,4.6,True,False,Excellent,25,True,
7300868,Talho Capixaba,30,Brazil,Rio de Janeiro,Leblon,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",-43.22566667,-22.98516667,True,"Bakery, Sandwich, Brazilian",3,Brazilian Real(R$),120.0,,4,4 - Luxury,False,False,False,4.4,True,False,Very Good,13,True,
7302637,Leme Light,30,Brazil,Rio de Janeiro,Leme,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",-43.17279167,-22.963925,True,Brazilian,1,Brazilian Real(R$),40.0,,2,2 - Mid-range,False,False,False,4.2,True,False,Very Good,7,True,
7302140,Shirley,30,Brazil,Rio de Janeiro,Leme,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",-43.17126389,-22.96337222,True,"Brazilian, Seafood",2,Brazilian Real(R$),250.0,,4,4 - Luxury,False,False,False,4.2,True,False,Very Good,8,True,
7305048,Quiosque Chopp Brahma,30,Brazil,Rio de Janeiro,Madureira,"Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ",-43.341164,-22.870413,True,"Bar Food, Brazilian",2,Brazilian Real(R$),70.0,,3,3 - Premium,False,False,False,,False,False,Not rated,1,True,
7302898,Aprazí_vel,30,Brazil,Rio de Janeiro,Santa Teresa,"Rua Aprazí_vel, 62, Santa Teresa, Rio de Janeiro",-43.18736944,-22.92481389,True,Brazilian,1,Brazilian Real(R$),300.0,,4,4 - Luxury,False,False,False,4.7,True,False,Excellent,44,True,
7302859,Aconchego Carioca,30,Brazil,Rio de Janeiro,Tijuca,"Rua Barí£o de Iguatemi, 379, Tijuca, Rio de Janeiro",-43.21551111,-22.91370833,True,"Brazilian, Bar Food",2,Brazilian Real(R$),85.0,,3,3 - Premium,False,False,False,4.6,True,False,Excellent,24,True,
7301700,Garota de Ipanema,30,Brazil,Rio de Janeiro,Urca,"Avenida Joí£o Alves, 56, Urca, Rio de Janeiro",-43.16266667,-22.94783333,True,"Brazilian, Bar Food",2,Brazilian Real(R$),80.0,,3,3 - Premium,False,False,False,4.3,True,False,Very Good,10,True,
6706313,Cantina Famiglia Mancini,30,Brazil,Sí£o Paulo,"Bela Vista, Centro","Rua Avanhandava, 81, Bela Vista, Sí£o Paulo 10000",-46.64516667,-23.55066667,True,"Italian, Pizza",2,Brazilian Real(R$),250.0,,4,4 - Luxury,False,False,False,4.5,True,False,Excellent,49,True,
6704326,Templo da Carne - Marcos Bassi,30,Brazil,Sí£o Paulo,"Bela Vista, Centro","Rua Treze de Maio, 668, Bela Vista, Sí£o Paulo 01327000",-46.64633333,-23.559,True,"Steak, BBQ",2,Brazilian Real(R$),250.0,,4,4 - Luxury,False,False,False,4.4,True,False,Very Good,17,True,
6711179,Gopala Hari,30,Brazil,Sí£o Paulo,Consolaí_í£o,"Rua Antonio Carlos, 429, Consolaí_í£o, Sí£o Paulo",-46.65866667,-23.55616667,True,Indian,1,Brazilian Real(R$),70.0,,3,3 - Premium,False,False,False,3.1,True,False,Average,5,True,
6702797,Jiquitaia,30,Brazil,Sí£o Paulo,Consolaí_í£o,"Rua AntíÇnio Carlos, 268, Consolaí_í£o, Sí£o Paulo",-46.657523,-23.55671,True,Brazilian,1,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,4.1,True,False,Very Good,15,True,
6700475,Skye - Hotel Unique,30,Brazil,Sí£o Paulo,"Hotel Unique, Jardim Paulista","Hotel Unique, Avenida Brigadeiro Luí_s AntíÇnio, 4700, Jardim Paulista, Sí£o Paulo",-46.666851,-23.581688,True,"Beverages, International",2,Brazilian Real(R$),300.0,,4,4 - Luxury,False,False,False,4.8,True,True,Excellent,59,True,
6713413,Les 3 Brasseurs,30,Brazil,Sí£o Paulo,Itaim Bibi,"Rua Jesuí_no Arruda, 470, Itaim Bibi, Sí£o Paulo",-46.67511,-23.582135,True,"French, Brazilian, Beverages",3,Brazilian Real(R$),120.0,,4,4 - Luxury,False,False,False,4.6,True,False,Excellent,30,True,
6714340,Red Steak & Burger,30,Brazil,Sí£o Paulo,Itaim Bibi,"Rua Tabapuí£, 1417, Itaim Bibi, Sí£o Paulo",-46.683888,-23.585324,True,"Brazilian, Grill",2,Brazilian Real(R$),75.0,,3,3 - Premium,False,False,False,3.9,True,False,Good,5,True,
6710645,Cantinho da Gula,30,Brazil,Sí£o Paulo,Itaim Bibi,"Rua Pedroso Alvarenga, 522, Itaim Bibi, Sí£o Paulo, SP",-46.67566667,-23.581,True,Brazilian,1,Brazilian Real(R$),55.0,,2,2 - Mid-range,False,False,False,,False,False,Not rated,0,False,
6700402,Paris 6 Classique,30,Brazil,Sí£o Paulo,Jardim Paulista,"Rua Haddock Lobo, 1240, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo",-46.666041,-23.561568,True,French,1,Brazilian Real(R$),200.0,,4,4 - Luxury,False,False,False,3.4,True,True,Average,73,True,
6700846,Kawa Sushi,30,Brazil,Sí£o Paulo,Jardim Paulista,"Alameda Lorena, 300, Jardim Paulista, Sí£o Paulo",-46.657418,-23.571638,True,"Sushi, Japanese",2,Brazilian Real(R$),120.0,,4,4 - Luxury,False,False,False,3.5,True,False,Good,9,True,
6702159,A Figueira Rubaiyat,30,Brazil,Sí£o Paulo,Jardim Paulista,"Rua Haddock Lobo, 1738, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo 10000",-46.66983333,-23.5655,True,"BBQ, Grill, Brazilian",3,Brazilian Real(R$),300.0,,4,4 - Luxury,False,False,False,4.3,True,False,Very Good,39,True,
6711666,Kinoshita,30,Brazil,Sí£o Paulo,Moema,"Rua Jacques Fí©lix, 405, Vila Nova Conceií_í£o, Moema, Sí£o Paulo",-46.67133333,-23.59233333,True,Sushi,1,Brazilian Real(R$),230.0,,4,4 - Luxury,False,False,False,3.9,True,False,Good,12,True,
6701257,Meats,30,Brazil,Sí£o Paulo,Pinheiros,"Rua dos Pinheiros, 320, Pinheiros, Sí£o Paulo",-46.68133333,-23.56483333,True,"Gourmet Fast Food, Burger",2,Brazilian Real(R$),120.0,,4,4 - Luxury,False,False,False,4.3,True,True,Very Good,68,True,
6706211,Paribar,30,Brazil,Sí£o Paulo,Repí_blica,"Praí_a Dom Josí© Gaspar, 42, Repí_blica, Sí£o Paulo 10000",-46.64159444,-23.54664167,True,"Brazilian, Italian",2,Brazilian Real(R$),150.0,,4,4 - Luxury,False,False,False,4.3,True,False,Very Good,46,True,
6705858,Terraí_o Itíçlia,30,Brazil,Sí£o Paulo,Repí_blica,"Edifí_cio Itíçlia - 41Á Andar, Avenida Ipiranga, 344, Repí_blica, Sí£o Paulo",-46.643425,-23.545163,True,Italian,1,Brazilian Real(R$),400.0,,4,4 - Luxury,False,False,False,4.4,True,False,Very Good,37,True,
6701419,Divino Fogí£o,30,Brazil,Sí£o Paulo,"Shopping MetríÇ Santa Cruz, Vila Mariana","Shopping MetríÇ Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, Sí£o Paulo",-46.63716667,-23.5995,True,"Brazilian, Mineira",2,Brazilian Real(R$),65.0,,3,3 - Premium,False,False,False,,False,False,Not rated,2,True,
6703956,Super Grill,30,Brazil,Sí£o Paulo,"Shopping Morumbi, Santo Amaro","Shopping Morumbi - Piso Lazer, Avenida Roque Petroni Jí_nior, 1089, Santo Amaro, Sí£o Paulo",-46.698574,-23.622925,True,Brazilian,1,Brazilian Real(R$),50.0,,2,2 - Mid-range,False,False,False,,False,False,Not rated,2,True,
6709580,Esquina Mocotí_,30,Brazil,Sí£o Paulo,Vila Maria,"Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, Sí£o Paulo",-46.581672,-23.486535,True,"Brazilian, North Eastern",2,Brazilian Real(R$),100.0,,4,4 - Luxury,False,False,False,4.4,True,False,Very Good,22,True,
6703176,Veloso,30,Brazil,Sí£o Paulo,Vila Mariana,"Rua Conceií_í£o Veloso, 56, Vila Mariana, Sí£o Paulo",-46.63566667,-23.58516667,True,"Brazilian, Bar Food, Beverages",3,Brazilian Real(R$),70.0,,3,3 - Premium,False,False,False,4.6,True,True,Excellent,58,True,
6713772,Sainte Marie Gastronomia,30,Brazil,Sí£o Paulo,Vila SíÇnia,"Rua Dom Joí£o Batista da Costa, 70, Vila SíÇnia, Sí£o Paulo",-46.746958,-23.609207,True,"Lebanese, Arabian",2,Brazilian Real(R$),120.0,,4,4 - Luxury,False,False,False,4.1,True,False,Very Good,11,True,
17284404,Austin's BBQ and Oyster Bar,216,United States,Albany,Albany,"2820 Meredyth Dr, Albany, GA 31707",-84.221535,31.610387,True,"BBQ, Burger, Seafood",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.3,True,False,Average,35,True,
17284203,BJ's Country Buffet,216,United States,Albany,Albany,"2401 Dawson Rd, Albany, GA 31707",-84.207095,31.608743,True,"American, BBQ",2,Dollar($),10.0,,1,1 - Budget,False,False,False,3.3,True,False,Average,25,True,
17284105,Cookie Shoppe,216,United States,Albany,Albany,"115 N Jackson St, Albany, GA 31701",-84.154,31.5772,True,Unspecified,1,Dollar($),,,1,1 - Budget,False,False,False,3.4,True,False,Average,34,True,
17284302,El Vaquero Mexican Restaurant,216,United States,Albany,Albany,"2700 Dawson Rd, Albany, GA 31707",-84.2194,31.6158,True,Mexican,1,Dollar($),,,1,1 - Budget,False,False,False,3.4,True,False,Average,45,True,
17284397,Elements Coffee Co - Northwest,216,United States,Albany,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",-84.206944,31.622412,True,"Coffee and Tea, Sandwich",2,Dollar($),10.0,,1,1 - Budget,False,False,False,3.4,True,False,Average,26,True,
17284211,Pearly's Famous Country Cookng,216,United States,Albany,Albany,"814 N Slappey Blvd, Albany, GA 31701",-84.1759,31.5882,True,Unspecified,1,Dollar($),,,1,1 - Budget,False,False,False,3.4,True,False,Average,36,True,
17284094,Chick-fil-A,216,United States,Albany,Albany,"2703 Dawson Rd, Albany, GA 31707",-84.2193,31.616,True,Fast Food,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.5,True,True,Good,67,True,
17284409,Guang Zhou Chinese Restaurant,216,United States,Albany,Albany,"1214 N Westover Blvd, Albany, GA 31707",-84.2091458,31.6155186,True,"Asian, Chinese, Vegetarian",3,Dollar($),10.0,,1,1 - Budget,False,False,False,3.9,True,True,Good,141,True,
